Geneid,PC3_Hypoxia_S2,PC3_Normoxia_S2,LNCAP_Normoxia_S1,LNCAP_Hypoxia_S2,PC3_Normoxia_S1,PC3_Hypoxia_S1,LNCAP_Normoxia_S2,LNCAP_Hypoxia_S1
ENSG00000030419,145,220,248,212,88,444,225,200
ENSG00000030582,2345,3128,1441,1935,1079,5706,2211,1714
ENSG00000031003,323,596,2261,2915,201,1086,2439,2276
ENSG00000031081,282,1105,48,59,397,928,48,60
ENSG00000031691,198,509,453,545,187,505,413,409
ENSG00000031698,893,3129,10356,8639,1088,2681,16169,8003
ENSG00000031823,500,1863,2324,3245,690,1483,3047,2646
ENSG00000032219,398,1055,1412,1904,394,1465,1490,1813
ENSG00000032389,41,182,510,446,87,158,761,381
ENSG00000032444,385,951,934,1702,371,1116,1590,1501
ENSG00000032742,170,480,1059,956,162,496,1045,847
ENSG00000033011,64,356,638,527,155,232,788,700
ENSG00000033030,152,585,1517,1391,206,466,1808,1185
ENSG00000033050,74,335,559,708,138,203,922,551
ENSG00000033100,224,483,432,819,190,519,892,723
ENSG00000033122,12,42,82,148,19,34,114,104
ENSG00000033170,1628,6819,769,805,2461,5085,922,744
ENSG00000033178,2572,4836,4056,5061,1736,7738,3814,4352
ENSG00000033327,47,178,273,566,80,143,372,227
ENSG00000033627,9,13,2616,3085,5,7,3335,2594
ENSG00000033800,583,1887,2121,4622,602,1837,2362,4390
ENSG00000033867,687,2339,2960,4063,807,1931,2814,3384
ENSG00000034053,105,390,1118,1648,168,402,1632,1388
ENSG00000034152,39,243,1555,1013,109,131,2576,811
ENSG00000034239,1,9,0,0,6,7,0,0
ENSG00000034510,6211,13758,4100,12303,5855,16623,7130,10520
ENSG00000034533,98,303,573,400,96,265,570,340
ENSG00000034677,603,1171,1079,1408,441,2008,1254,2058
ENSG00000034693,244,600,1038,1866,205,698,1178,1614
ENSG00000034713,246,521,1976,2219,243,623,2534,1765
ENSG00000034971,0,0,0,1,0,0,0,0
ENSG00000035115,55,129,618,868,53,131,565,716
ENSG00000035141,643,2200,3534,3652,816,2313,4238,3009
ENSG00000035403,9274,26578,7438,7799,9984,25497,8131,6620
ENSG00000035499,347,980,889,1008,378,1024,1045,961
ENSG00000035664,8,45,117,111,8,40,235,128
ENSG00000035681,145,629,2339,2745,195,639,2866,2410
ENSG00000035687,426,1591,2518,2643,600,1472,2692,2285
ENSG00000035720,1,2,0,14,0,3,1,11
ENSG00000035862,531,1653,1603,2185,521,1664,2115,2409
ENSG00000035928,350,1059,8779,9100,383,1500,8710,7834
ENSG00000036054,804,1702,1559,1851,649,2270,1567,1491
ENSG00000036257,526,1622,2492,2765,568,1654,2706,3167
ENSG00000036448,1,0,134,164,0,1,152,126
ENSG00000036473,2,6,0,0,0,4,0,0
ENSG00000036530,3,24,146,266,3,14,175,257
ENSG00000036549,762,2465,3795,4100,837,2375,3909,3381
ENSG00000036565,0,0,0,0,0,0,0,0
ENSG00000036672,24,103,187,244,51,66,223,286
ENSG00000036828,0,0,1,12,0,0,3,3
ENSG00000037042,58,174,775,1362,77,124,1054,1447
ENSG00000037241,85,330,977,919,145,269,1252,1094
ENSG00000037280,6,30,168,94,10,22,231,90
ENSG00000037474,157,592,6488,7667,190,542,6931,6442
ENSG00000037637,256,459,666,1091,160,741,991,947
ENSG00000037749,303,784,2743,3356,337,924,2972,2653
ENSG00000037757,99,366,363,406,149,265,472,656
ENSG00000037897,50,331,1034,639,114,130,1283,509
ENSG00000037965,38,223,8,26,67,105,8,21
ENSG00000038002,311,742,1359,1095,260,866,1694,1076
ENSG00000038210,93,227,3316,4621,78,311,3145,3882
ENSG00000038219,187,591,3559,4587,201,628,3521,4203
ENSG00000038274,82,350,1564,1790,150,278,1713,1528
ENSG00000038295,31,143,395,399,58,110,373,410
ENSG00000038358,253,880,1580,2055,319,644,1923,1816
ENSG00000038382,674,1495,1982,4440,530,2173,2294,3882
ENSG00000038427,599,1416,1,0,496,1918,0,4
ENSG00000038532,119,347,1299,1977,130,291,1647,1717
ENSG00000038945,0,0,6,4,0,0,5,4
ENSG00000039068,93,151,29406,34047,51,287,34239,31433
ENSG00000039123,461,1553,4270,3935,548,1512,4647,3453
ENSG00000039139,60,241,1008,1136,82,157,1099,1010
ENSG00000039319,414,1150,3281,3865,385,1475,3121,3438
ENSG00000039523,192,414,2626,3385,146,559,3855,6122
ENSG00000039537,0,0,2,4,0,0,5,1
ENSG00000039560,3654,9854,1973,1449,3596,10444,2242,1297
ENSG00000039600,0,10,0,0,3,4,0,0
ENSG00000039650,113,325,814,1205,147,261,1057,1248
ENSG00000039987,0,7,6,11,0,3,4,2
ENSG00000040199,378,1163,891,1312,451,1026,888,1078
ENSG00000040275,508,1622,2156,2386,617,1680,2190,1876
ENSG00000040341,695,2109,2348,2520,800,1803,2647,2331
ENSG00000040487,97,331,135,190,125,268,215,183
ENSG00000040531,42,185,531,694,84,114,731,415
ENSG00000040608,70,191,119,112,77,158,232,123
ENSG00000040633,376,1259,2974,3654,462,1104,3948,3018
ENSG00000040731,0,4,1,0,2,3,0,0
ENSG00000040933,138,523,941,954,201,465,1109,905
ENSG00000041353,407,1383,1280,396,503,1295,1101,349
ENSG00000041357,579,1688,9025,9402,649,1706,11467,8061
ENSG00000041515,2,2,4,0,1,3,1,4
ENSG00000041802,119,685,2730,3142,222,407,2837,2707
ENSG00000041880,45,123,1226,2427,42,90,1585,2318
ENSG00000041982,263,986,26,383,369,873,29,264
ENSG00000041988,94,385,423,492,155,251,641,531
ENSG00000042062,7,22,5,3,5,15,10,0
ENSG00000042088,264,759,1106,1482,280,756,1381,1197
ENSG00000042286,108,405,96,145,174,318,136,131
ENSG00000042304,0,0,0,0,0,0,0,0
ENSG00000042317,89,254,593,633,83,200,724,570
ENSG00000042429,50,173,101,167,67,135,166,124
ENSG00000042445,249,836,2238,2219,246,717,2739,2023
ENSG00000042493,228,630,18,55,270,547,21,48
ENSG00000042753,429,1248,2063,2002,488,1092,2775,1648
ENSG00000042781,8,34,26,17,17,35,21,5
ENSG00000042813,0,0,0,0,0,0,0,0
ENSG00000042832,3,15,19,56,4,6,18,35
ENSG00000042980,16,55,59,555,14,50,56,384
ENSG00000043039,24,25,29,230,1,48,34,239
ENSG00000043093,701,2101,4404,3780,700,2284,4361,3449
ENSG00000043143,170,767,287,448,280,612,419,366
ENSG00000043355,45,126,1083,902,39,109,1166,813
ENSG00000043462,0,1,30,5,0,1,34,10
ENSG00000043514,72,269,1465,1943,92,247,1679,1583
ENSG00000043591,10,13,40,32,5,18,47,28
ENSG00000044012,0,0,0,0,0,0,1,0
ENSG00000044090,111,315,764,1110,119,249,1121,1114
ENSG00000044115,1,12,13375,19621,4,4,15274,17214
ENSG00000044446,422,1147,1225,1093,427,1043,1221,950
ENSG00000044459,141,475,1545,1593,177,446,1407,1397
ENSG00000044524,183,74,1081,1007,17,489,1071,970
ENSG00000044574,1552,3879,46662,50324,1377,4320,48351,38125
ENSG00000046604,1748,3945,8022,13732,1390,4704,8231,13484
ENSG00000046647,124,411,663,727,184,267,864,617
ENSG00000046651,569,1411,1264,1270,535,1512,1342,1194
ENSG00000046653,30,95,175,149,29,82,158,49
ENSG00000046774,0,0,260,289,0,0,408,258
ENSG00000046889,18,110,61,35,36,45,64,45
ENSG00000047056,62,162,848,883,59,147,1009,757
ENSG00000047188,489,1810,5822,6343,615,1513,5789,5284
ENSG00000047230,534,1861,1659,1565,760,1367,1740,1299
ENSG00000047249,63,201,1167,1622,82,213,1630,1523
ENSG00000047315,2346,6841,9393,11538,2648,7688,10162,10032
ENSG00000047346,55,136,3311,2735,50,158,3303,2552
ENSG00000047365,76,416,462,475,133,345,547,366
ENSG00000047410,474,1574,10070,11211,543,1419,10027,10173
ENSG00000047457,6,11,206,117,5,16,199,129
ENSG00000047578,132,397,1717,1985,182,338,1992,1877
ENSG00000047579,24,69,456,327,20,25,576,340
ENSG00000047597,173,691,0,0,275,538,0,0
ENSG00000047617,1,12,14,30,3,4,23,17
ENSG00000047621,253,726,1378,964,313,753,1421,758
ENSG00000047634,720,2708,3955,4701,979,2108,4072,4323
ENSG00000047644,175,860,1896,1324,265,528,2499,1168
ENSG00000047648,369,1074,3437,10501,377,1076,3653,9847
ENSG00000047662,1,12,69,8,3,7,90,17
ENSG00000047849,2395,4141,13005,14638,1472,6973,15441,12754
ENSG00000047932,126,422,2252,2378,163,389,2537,2075
ENSG00000047936,6,6,1,1,3,19,0,0
ENSG00000048028,480,1128,1090,2520,382,1584,1208,2407
ENSG00000048052,320,960,12,24,348,861,3,2
ENSG00000048140,277,882,1269,1679,367,767,1988,1420
ENSG00000048162,141,785,1686,1597,300,419,2123,1278
ENSG00000048342,56,262,726,498,97,173,992,433
ENSG00000048392,418,1535,4330,8607,597,1212,4460,8294
ENSG00000048405,314,857,1286,1347,285,923,1263,1117
ENSG00000048462,2,1,5,2,0,2,1,0
ENSG00000048471,87,181,638,779,56,264,831,640
ENSG00000048540,5,19,1,6,8,33,5,0
ENSG00000048544,732,2652,1968,1816,993,2134,2133,1714
ENSG00000048545,0,1,0,2,0,0,1,0
ENSG00000048649,328,882,3778,4506,283,974,3841,3973
ENSG00000048707,848,1988,2566,3896,753,2505,2733,3692
ENSG00000048740,56,286,1,9,91,166,3,4
ENSG00000048828,1409,3780,11149,8738,1277,3851,15239,8200
ENSG00000048991,668,2222,4832,4838,739,2122,5845,4505
ENSG00000049089,7,16,261,172,4,13,342,164
ENSG00000049130,35,160,135,102,49,105,166,66
ENSG00000049167,91,281,623,701,91,242,751,593
ENSG00000049192,46,64,7,23,24,118,5,15
ENSG00000049239,65,214,1750,1921,75,165,2345,1762
ENSG00000049245,848,2279,3290,3732,742,2517,4329,3047
ENSG00000049246,34,200,694,948,84,112,706,1357
ENSG00000049247,1,0,2,1,0,1,0,0
ENSG00000049249,156,424,27,5,175,445,14,0
ENSG00000049283,7,50,1688,2348,16,26,2292,1881
ENSG00000049323,1398,4148,191,208,1541,4112,256,274
ENSG00000049449,562,1714,2780,2459,598,1739,3041,3283
ENSG00000049540,2,5,36,32,1,3,51,31
ENSG00000049541,121,476,1721,1535,181,335,2019,1264
ENSG00000049618,566,1642,2772,3212,600,1597,3214,2783
ENSG00000049656,314,1062,2558,2514,436,814,3728,2078
ENSG00000049759,1438,3785,9699,19298,1353,4313,11254,17250
ENSG00000049768,1,3,163,58,2,2,226,47
ENSG00000049769,10,39,126,380,13,33,189,386
ENSG00000049860,348,1031,4907,3591,406,1176,5939,3193
ENSG00000049883,132,531,2371,1980,198,384,2676,1644
ENSG00000050030,2,6,226,723,3,4,217,631
ENSG00000050130,1180,2844,2286,2499,1101,3416,2231,2123
ENSG00000050165,7,18,2,1,11,14,3,0
ENSG00000050327,26,98,235,321,42,88,340,283
ENSG00000050344,1190,3844,566,653,1459,3487,576,575
ENSG00000050393,317,1176,1995,1928,425,888,2381,1958
ENSG00000050405,1415,4384,2279,2750,1666,4916,2725,2238
ENSG00000050426,70,298,1632,1173,128,174,2135,987
ENSG00000050438,182,634,3,7,224,588,26,14
ENSG00000050555,36,65,37,38,24,58,82,50
ENSG00000050628,0,4,6,25,1,8,5,20
ENSG00000050730,7,13,0,0,7,5,0,0
ENSG00000050748,329,1069,2617,3195,340,851,3143,2794
ENSG00000050767,1,4,32,45,0,1,51,31
ENSG00000050820,407,1014,2361,2982,398,1060,3068,2542
ENSG00000051009,125,372,1285,1170,164,340,1604,1026
ENSG00000051108,442,1050,4370,4020,364,1319,5209,3293
ENSG00000051128,9,58,333,539,17,40,474,498
ENSG00000051180,112,349,607,411,160,330,619,347
ENSG00000051341,218,894,2660,3773,278,859,2449,3091
ENSG00000051382,325,941,3551,2904,359,1040,3971,2411
ENSG00000051523,0,2,2,2,1,0,3,0
ENSG00000051596,29,85,599,183,40,81,259,630
ENSG00000051620,576,1374,6083,9102,512,1901,6805,7687
ENSG00000051825,552,1840,5154,4492,659,1745,5039,3619
ENSG00000052126,488,1422,1852,2083,539,1517,2006,1844
ENSG00000052344,3,22,2625,2663,9,5,3914,3015
ENSG00000052723,912,2787,3301,3964,1020,2519,3381,3471
ENSG00000052749,68,404,1460,1612,162,151,2267,1343
ENSG00000052795,247,523,966,1539,180,665,1137,1397
ENSG00000052802,793,1682,1505,1551,688,2005,2069,1538
ENSG00000052841,607,1833,3983,4123,639,1849,4333,3823
ENSG00000052850,46,184,160,134,81,97,265,144
ENSG00000053108,3,5,2,11,3,3,25,24
ENSG00000053254,483,1182,1600,2252,408,1624,1855,2222
ENSG00000053328,3,2,1,0,2,1,1,0
ENSG00000053371,272,722,966,843,283,643,1491,768
ENSG00000053372,335,1486,860,712,630,878,1169,594
ENSG00000053438,8,22,90,249,10,28,126,1
ENSG00000053501,10,60,656,550,25,31,854,511
ENSG00000053524,103,202,34,41,45,267,50,41
ENSG00000053702,2,8,24,20,3,6,32,0
ENSG00000053747,3328,4068,10474,6705,1460,7914,11382,5775
ENSG00000053770,451,1466,2083,2346,552,1606,2222,2021
ENSG00000053900,171,510,1606,1618,194,474,1578,1353
ENSG00000053918,9,13,61,120,4,11,75,184
ENSG00000054116,122,481,1817,2000,191,399,2560,1795
ENSG00000054118,132,548,16565,19512,208,484,19246,16976
ENSG00000054148,186,517,1108,1224,237,463,1652,1768
ENSG00000054179,6,5,239,682,2,5,422,710
ENSG00000054219,0,1,1,2,0,1,2,0
ENSG00000054267,204,459,4237,6064,170,589,3987,5169
ENSG00000054277,48,100,9,7,34,133,12,85
ENSG00000054282,225,752,1400,1568,287,711,1640,1774
ENSG00000054356,29,3,15,239,1,59,17,162
ENSG00000054392,46,164,119,140,61,127,222,161
ENSG00000054523,664,1848,5032,6183,709,2062,5488,5115
ENSG00000054598,198,549,44,35,203,625,45,39
ENSG00000054611,132,266,564,607,98,336,891,640
ENSG00000054654,411,1336,2980,2689,449,1222,3010,2367
ENSG00000054690,115,382,2768,2349,124,387,3027,2294
ENSG00000054793,90,431,3054,3129,158,275,3395,2732
ENSG00000054796,0,0,0,0,0,0,0,0
ENSG00000054803,0,0,0,0,0,0,0,0
ENSG00000054938,1,2,0,2,0,1,0,1
ENSG00000054965,883,1774,2239,3629,595,2411,2667,3360
ENSG00000054967,89,206,81,211,101,222,128,256
ENSG00000054983,0,0,1,0,0,0,0,0
ENSG00000055044,614,2010,4893,3519,800,1852,5240,8022
ENSG00000055070,507,1832,3581,4381,708,1329,4525,4424
ENSG00000055118,10,60,103,294,29,36,190,303
ENSG00000055130,561,1678,3318,4278,647,2024,3424,3471
ENSG00000055147,185,657,2399,1975,200,553,2774,1684
ENSG00000055163,55,264,3013,3886,99,147,4144,3816
ENSG00000055208,987,2447,3739,5389,847,3217,3908,4976
ENSG00000055211,256,693,1269,1341,280,736,1397,1214
ENSG00000055332,367,1785,5267,4824,569,1063,5331,3965
ENSG00000055483,260,1036,1945,2530,387,693,2457,2387
ENSG00000055609,1009,1840,5310,10045,645,3135,5953,8752
ENSG00000055732,84,357,5,3,142,232,9,2
ENSG00000055813,0,6,16,159,3,7,21,166
ENSG00000055917,769,2259,5940,6947,771,2376,6088,6024
ENSG00000055950,288,973,876,979,408,847,1239,895
ENSG00000055955,3,5,16,10,0,1,21,8
ENSG00000055957,0,0,3,2,0,0,1,0
ENSG00000056050,100,335,1893,1294,149,271,2379,1139
ENSG00000056097,2157,7255,8376,11535,2447,6667,9080,9826
ENSG00000056277,99,385,519,668,121,253,503,601
ENSG00000056291,1,2,1,0,0,1,0,0
ENSG00000056487,4,18,10,39,6,8,28,15
ENSG00000056558,30,121,32,10,67,87,19,4
ENSG00000056586,1149,3263,4909,6378,1237,3406,5507,5162
ENSG00000056736,30,160,1292,1819,54,120,1213,1405
ENSG00000056972,119,467,727,766,185,343,904,637
ENSG00000056998,43,195,251,294,80,123,364,252
ENSG00000057019,15707,43869,420,334,15182,47707,437,261
ENSG00000057149,1,14,0,0,5,4,0,0
ENSG00000057252,229,781,1713,1937,265,779,1771,1550
ENSG00000057294,43,96,532,968,39,159,646,838
ENSG00000057468,1,16,50,29,7,13,41,32
ENSG00000057593,0,0,7,22,0,0,15,8
ENSG00000057608,461,1583,16818,15250,622,1661,16605,12074
ENSG00000057657,64,47,21,53,17,173,18,55
ENSG00000057663,551,1150,1691,2036,417,1577,1586,1899
ENSG00000057704,129,333,73,133,117,435,99,98
ENSG00000057757,231,604,1506,2012,240,588,1793,1537
ENSG00000057935,252,734,2540,2921,263,758,3048,2570
ENSG00000058056,73,313,484,332,105,196,578,308
ENSG00000058063,1102,2613,7421,8136,887,3074,6820,7190
ENSG00000058085,1111,2922,8,15,1110,3152,3,6
ENSG00000058091,375,892,1540,2593,337,1179,1539,2265
ENSG00000058262,1471,4215,14234,15928,1661,4393,19245,15914
ENSG00000058272,284,995,5479,6760,319,945,5472,5824
ENSG00000058335,2,4,14,231,0,1,18,244
ENSG00000058404,3,20,905,898,8,7,1497,882
ENSG00000058453,5,21,306,383,5,5,568,376
ENSG00000058600,88,462,1600,1483,180,255,2008,1356
ENSG00000058668,2525,4728,4147,6120,1706,6973,4164,5496
ENSG00000058673,8,11,41,62,6,21,21,67
ENSG00000058729,251,949,1586,1457,378,869,1806,1204
ENSG00000058799,226,595,1631,1479,229,580,2072,1260
ENSG00000058804,1532,4311,4563,4885,1510,4397,5148,4660
ENSG00000058866,240,451,8,1,165,604,9,1
ENSG00000059122,34,192,801,771,67,96,1249,694
ENSG00000059145,75,261,835,771,117,195,1053,1419
ENSG00000059377,32,162,267,269,51,99,338,232
ENSG00000059378,137,544,1295,1234,215,353,1607,1013
ENSG00000059573,631,1500,5713,7369,542,1839,8061,6048
ENSG00000059588,106,404,1980,1466,134,333,2121,1431
ENSG00000059691,140,445,1182,1002,187,374,1287,809
ENSG00000059728,95,241,738,1068,81,382,949,1002
ENSG00000059758,486,1055,445,731,373,1393,523,675
ENSG00000059769,136,380,1198,1259,140,482,1215,1083
ENSG00000059804,39,24,37,215,9,80,65,201
ENSG00000059915,4,6,67,76,2,6,120,89
ENSG00000060069,116,183,543,992,62,293,762,787
ENSG00000060138,682,2559,10742,10284,961,2157,12269,9278
ENSG00000060140,33,45,743,807,22,54,879,726
ENSG00000060237,523,1871,11347,18053,596,1873,12912,16136
ENSG00000060303,0,0,1,0,0,3,0,2
ENSG00000060339,233,798,13570,15759,252,754,14645,13746
ENSG00000060491,408,1506,1350,1970,661,1097,2043,1657
ENSG00000060558,0,1,0,1,0,5,3,0
ENSG00000060566,1,27,0,0,6,12,2,0
ENSG00000060642,200,421,1140,1000,180,491,1278,796
ENSG00000060656,111,366,1335,3038,135,295,1818,2741
ENSG00000060688,401,1351,2000,2296,497,1117,2548,1903
ENSG00000060709,10,24,1,0,7,15,3,2
ENSG00000060718,4,4,44,43,1,3,42,29
ENSG00000060749,777,2734,2674,3416,945,2651,2860,2879
ENSG00000060762,113,501,622,906,151,423,758,738
ENSG00000060971,99,385,1807,2262,190,287,2502,2779
ENSG00000060982,721,2607,93,31,921,2468,94,57
ENSG00000061273,500,1118,1098,1403,489,1192,1450,1353
ENSG00000061337,17,80,38,32,47,20,35,44
ENSG00000061455,17,61,14,8,20,39,7,5
ENSG00000061492,0,0,0,0,0,0,0,0
ENSG00000061656,273,150,37,75,58,569,47,61
ENSG00000061676,824,2117,6731,8475,794,2702,6747,7613
ENSG00000061794,652,2266,5089,3879,883,1951,5993,3183
ENSG00000061918,78,509,13,27,162,241,22,18
ENSG00000061936,169,548,2409,3499,172,484,2849,3121
ENSG00000061938,50,224,1557,1558,63,172,2672,1463
ENSG00000061987,361,1003,3109,3524,340,989,3150,2967
ENSG00000062038,39,107,7,5,35,87,10,4
ENSG00000062096,0,0,0,0,0,0,1,1
ENSG00000062194,469,1206,4070,4451,456,1168,4641,3890
ENSG00000062282,185,544,212,262,212,517,444,487
ENSG00000062370,54,135,179,240,68,189,253,212
ENSG00000062485,1500,4696,13547,13382,1767,4581,16915,11885
ENSG00000062524,1,5,1,2,1,7,7,1
ENSG00000062582,2,10,11,17,10,15,13,15
ENSG00000062598,307,1028,1427,1593,387,785,1776,1829
ENSG00000062650,117,324,2195,2531,120,344,2340,2129
ENSG00000062716,2052,5691,8080,5769,2002,6272,10574,5403
ENSG00000062725,766,1952,4085,4150,728,2488,4805,3567
ENSG00000062822,117,427,750,1325,179,364,983,1087
ENSG00000063015,2,9,8,9,2,1,6,2
ENSG00000063046,1743,4827,23401,19920,1842,4956,25314,18694
ENSG00000063127,2,1,47,130,2,1,57,131
ENSG00000063169,20,67,369,620,23,54,585,538
ENSG00000063176,63,244,537,903,64,187,686,907
ENSG00000063177,1297,4233,3024,2844,1708,3268,5515,7182
ENSG00000063180,11,20,184,706,11,13,272,784
ENSG00000063241,272,1480,775,958,627,818,1419,805
ENSG00000063244,890,3267,10870,13320,1328,2574,13686,11254
ENSG00000063245,949,2114,3027,5078,788,2322,4923,4314
ENSG00000063322,94,353,3991,3460,100,200,4806,3419
ENSG00000063438,1,13,1,4,2,3,2,2
ENSG00000063515,0,0,3,1,0,0,3,8
ENSG00000063587,244,872,1329,1601,337,710,1422,1367
ENSG00000063601,571,1468,1959,2341,589,1674,2353,2130
ENSG00000063660,109,245,419,703,106,232,734,657
ENSG00000063761,11,69,274,217,22,34,400,221
ENSG00000063854,10,77,1217,1744,23,45,2282,1576
ENSG00000063978,435,1251,3624,3976,479,1395,4458,3538
ENSG00000064012,111,503,4250,1693,199,333,3975,1349
ENSG00000064042,90,223,50278,70406,83,307,52982,63604
ENSG00000064102,611,1633,2962,3374,552,1800,3260,2995
ENSG00000064115,617,2022,3066,3063,728,1788,3699,2982
ENSG00000064195,22,64,14,223,23,86,35,271
ENSG00000064199,95,203,463,604,80,221,601,1486
ENSG00000064201,0,0,2,12,0,0,2,0
ENSG00000064205,6,10,3,10,3,24,3,2
ENSG00000064218,1,3,8,1,3,1,5,1
ENSG00000064225,404,931,5,210,284,1316,5,181
ENSG00000064270,11,34,1340,1040,13,19,1851,1274
ENSG00000064300,17,58,4,1,21,35,7,0
ENSG00000064309,81,203,370,826,76,199,368,991
ENSG00000064313,1174,3681,1891,1961,1161,3485,1970,1734
ENSG00000064393,1103,3788,11877,31651,1317,3836,13862,28174
ENSG00000064419,490,1567,3890,3569,560,1371,4688,3133
ENSG00000064489,0,0,0,1,1,0,1,0
ENSG00000064490,47,209,635,587,88,104,1140,562
ENSG00000064545,115,559,647,647,209,229,1217,583
ENSG00000064547,98,269,588,513,94,280,935,415
ENSG00000064601,1379,4357,721,662,1556,3575,974,690
ENSG00000064607,360,1402,6060,7787,570,1059,7141,6617
ENSG00000064651,467,1287,2140,2566,431,1499,2201,2107
ENSG00000064652,72,211,392,333,91,248,414,301
ENSG00000064655,236,409,200,74,166,772,321,65
ENSG00000064666,155,509,448,1079,183,386,518,1392
ENSG00000064687,25,73,1174,2507,33,76,1672,2164
ENSG00000064692,5,8,10,6,3,5,7,10
ENSG00000064703,434,1330,1092,1099,532,1204,1284,910
ENSG00000064726,605,1758,3980,4611,606,1917,4978,4638
ENSG00000064763,298,843,181,185,316,1012,174,94
ENSG00000064787,0,1,539,319,0,2,694,244
ENSG00000064835,0,1,0,0,1,0,0,0
ENSG00000064886,15,24,4,0,4,25,4,1
ENSG00000064932,345,1387,2829,3310,568,816,4111,2851
ENSG00000064933,263,883,1640,1480,318,727,1645,1353
ENSG00000064961,437,966,5048,4948,374,1062,6720,4842
ENSG00000064989,0,3,14,50,0,2,14,43
ENSG00000064995,255,789,1960,2204,347,759,2377,1903
ENSG00000064999,130,365,1775,2191,142,319,2023,1959
ENSG00000065000,433,1106,10171,11156,439,1259,12199,9258
ENSG00000065029,165,517,892,1497,176,369,1343,1499
ENSG00000065054,153,421,1858,2154,139,368,2608,1829
ENSG00000065057,33,208,301,322,91,107,654,273
ENSG00000065060,448,1963,3180,3363,743,1330,3662,2990
ENSG00000065135,924,2229,3603,3993,817,2861,4106,3450
ENSG00000065150,355,1439,6611,6138,525,1266,7018,5000
ENSG00000065154,681,2026,250,195,771,2072,284,242
ENSG00000065183,238,1174,5042,4069,480,742,5605,3199
ENSG00000065243,1063,2884,4450,5139,957,3136,4350,4454
ENSG00000065268,84,334,672,624,123,212,1243,577
ENSG00000065308,168,524,975,919,162,421,1156,762
ENSG00000065320,10,35,32,18,18,18,57,15
ENSG00000065325,33,70,29,180,26,87,26,153
ENSG00000065328,170,796,1954,2105,334,460,1800,1526
ENSG00000065357,171,545,258,473,168,534,383,444
ENSG00000065361,101,268,8392,10313,108,199,10236,8960
ENSG00000065371,0,0,0,0,0,1,0,0
ENSG00000065413,56,171,343,290,56,171,380,260
ENSG00000065427,140,617,7718,7304,218,428,8868,6006
ENSG00000065457,104,541,1779,1643,193,280,1914,1290
ENSG00000065485,125,319,1943,1938,126,310,2391,1808
ENSG00000065491,90,301,645,784,96,241,825,769
ENSG00000065518,816,2296,7113,10519,925,2276,8395,9481
ENSG00000065526,95,511,3678,4736,166,425,4399,4147
ENSG00000065534,81,345,259,621,104,316,266,609
ENSG00000065548,512,1822,6854,5964,627,1685,6927,5725
ENSG00000065559,292,742,2136,2634,268,957,2409,2171
ENSG00000065600,103,556,558,880,228,366,744,837
ENSG00000065609,1,15,126,99,7,5,163,83
ENSG00000065613,259,780,5844,6015,238,899,5930,5252
ENSG00000065615,182,472,391,717,180,566,399,634
ENSG00000065618,39,60,28,138,24,105,48,146
ENSG00000065621,16,100,143,39,32,43,235,31
ENSG00000065665,125,376,546,683,149,333,620,605
ENSG00000065675,0,2,0,1,0,0,0,1
ENSG00000065717,6,40,424,718,12,36,671,684
ENSG00000065802,145,408,1101,1051,173,380,1436,950
ENSG00000065809,2207,3440,2192,6191,1284,8203,2458,5311
ENSG00000065833,142,507,4455,2699,187,599,5144,2353
ENSG00000065882,1197,3171,2849,3961,1287,3531,3212,3151
ENSG00000065883,329,1113,2242,3270,383,1302,2558,2753
ENSG00000065911,324,1061,4651,2983,382,908,4822,3876
ENSG00000065923,893,2210,1654,3179,853,2540,1841,2758
ENSG00000065970,316,815,1886,1862,267,841,2142,1760
ENSG00000065978,164,790,35512,40030,254,534,41856,36459
ENSG00000065989,41,224,108,124,92,138,118,93
ENSG00000066027,147,539,1420,1199,210,405,1606,1015
ENSG00000066032,2,1,73,257,0,4,116,206
ENSG00000066044,358,1605,4322,5140,635,1107,5735,4434
ENSG00000066056,4,20,1,1,10,16,0,1
ENSG00000066084,631,1755,2333,2570,689,1951,2329,2200
ENSG00000066117,743,2215,1239,1905,780,2223,1623,1738
